age,duration,campaign,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
38,85,3,7,2,3,0,1,0,1,6,1,1,0
37,430,2,1,1,2,0,0,0,1,4,1,1,0
55,86,1,4,1,0,0,1,0,0,4,4,1,0
55,68,2,9,1,5,0,0,0,0,3,1,1,0
32,36,5,9,2,6,0,0,0,1,6,4,1,0
45,254,1,1,2,0,0,0,0,1,4,3,1,0
32,127,2,7,1,3,0,1,0,1,6,4,1,0
42,138,1,4,2,6,0,1,0,0,8,1,1,1
36,504,2,4,1,6,0,0,0,0,1,3,1,0
30,48,1,7,1,3,0,0,0,1,6,4,1,0
55,139,5,3,0,0,0,1,0,0,0,3,1,1
29,334,3,1,1,2,0,0,0,0,3,1,1,0
27,121,3,0,2,6,0,1,0,0,4,4,1,0
40,377,3,7,1,3,0,0,0,0,0,1,0,0
38,151,3,1,1,2,0,0,1,1,4,4,1,0
31,158,1,1,1,0,0,1,0,0,3,4,1,0
44,158,2,4,1,6,0,0,0,1,6,4,1,0
39,36,4,0,1,3,0,1,0,1,6,3,1,0
35,170,1,0,1,3,0,1,0,0,6,2,1,0
36,77,2,2,1,3,0,0,0,0,7,1,1,0
55,445,2,5,0,0,0,1,0,0,7,1,0,1
52,231,1,0,1,6,0,0,0,0,5,3,2,1
33,248,2,0,1,5,0,1,1,1,4,0,1,0
29,50,3,7,0,3,0,1,0,1,6,3,1,0
43,359,1,9,2,5,0,1,1,1,3,3,1,0
44,308,1,1,1,0,0,1,0,0,0,1,0,0
26,36,5,10,2,5,0,0,0,1,6,2,1,0
33,183,5,0,1,6,0,1,0,0,3,3,1,0
31,218,1,0,1,6,0,1,0,1,6,0,1,0
55,90,1,5,1,1,0,1,0,1,3,4,1,0
44,391,1,7,1,3,0,1,1,1,6,1,1,0
41,256,2,1,1,2,0,0,0,1,4,0,1,0
53,209,4,1,1,3,0,1,0,0,3,1,1,0
31,56,1,7,2,5,0,0,0,1,4,2,1,0
32,211,2,9,2,6,0,1,0,0,6,3,0,0
41,44,2,2,1,6,0,1,0,0,7,1,1,0
34,171,4,9,2,6,0,1,0,0,5,1,1,0
44,96,2,0,1,6,0,0,0,0,1,4,2,0
44,101,2,7,0,3,0,1,0,0,7,1,1,0
49,265,1,0,1,2,0,0,0,0,7,1,1,0
43,155,5,1,1,0,0,1,0,1,6,1,1,0
43,197,3,0,1,6,0,0,0,1,6,0,1,0
50,77,2,4,1,6,0,1,0,0,1,2,1,0
48,340,1,9,1,3,0,0,1,1,6,3,1,0
31,465,1,1,2,3,0,0,0,0,6,4,0,0
26,77,2,1,1,5,0,1,0,1,4,1,1,0
35,76,5,1,1,2,0,0,0,1,4,0,1,0
39,212,1,10,1,6,0,0,0,1,4,0,1,0
52,202,5,9,1,5,0,0,0,0,7,0,1,0
55,213,1,5,1,3,0,1,0,0,0,0,0,0
55,88,2,5,1,6,0,0,1,0,1,0,1,0
54,65,5,0,1,6,0,1,0,0,3,2,1,0
28,550,1,7,2,2,0,0,0,1,6,0,1,0
55,107,1,0,1,3,0,1,0,0,1,2,1,0
43,190,1,1,1,0,0,0,0,1,6,2,1,0
43,150,5,0,0,3,0,1,0,1,6,1,1,0
42,40,1,0,0,6,0,1,0,0,1,0,1,0
55,509,1,5,1,1,0,1,0,0,3,3,1,0
29,161,1,1,2,2,0,0,0,0,7,4,1,0
44,412,2,9,2,5,0,1,0,0,0,4,1,0
28,341,3,1,1,2,0,1,0,0,6,2,1,0
30,420,4,1,2,2,0,0,0,1,4,2,1,0
36,233,1,4,0,6,0,1,0,0,3,3,1,0
55,550,2,2,1,2,0,0,1,0,7,4,0,1
55,106,2,5,1,3,0,1,0,0,6,1,1,0
29,95,4,6,1,6,0,1,0,0,5,4,1,1
41,254,1,0,1,6,0,0,0,1,6,0,1,0
41,99,2,1,1,0,0,0,1,1,6,4,1,0
55,83,3,6,1,6,0,0,0,0,0,1,0,0
35,75,2,4,2,6,0,0,1,0,7,1,1,0
36,114,5,0,1,3,0,1,0,0,5,4,1,0
32,550,1,1,1,5,0,1,0,0,6,0,0,0
31,39,2,9,1,6,0,1,0,0,7,3,0,0
38,113,1,9,1,5,0,0,0,0,7,1,1,0
53,106,1,4,1,6,0,1,1,0,7,0,1,0
55,57,3,7,0,3,0,0,0,0,3,3,1,0
55,520,3,5,1,0,0,0,0,0,3,3,1,0
31,107,2,9,2,6,0,1,1,0,1,4,1,0
35,360,2,10,1,6,0,0,0,1,4,0,1,0
45,550,1,7,2,3,0,1,0,0,7,0,1,0
45,163,1,1,1,0,0,0,0,0,1,4,1,0
55,50,1,5,0,0,0,1,0,1,3,3,1,0
26,266,3,0,2,6,0,0,0,1,6,3,1,0
40,71,1,0,0,6,0,0,1,0,1,4,1,0
55,294,2,9,1,5,0,1,0,0,7,0,1,0
31,153,5,0,1,6,0,1,0,1,4,4,1,0
37,112,3,1,1,5,0,1,0,1,6,2,1,0
32,155,1,0,1,6,0,1,0,0,7,2,1,0
43,550,1,1,1,2,0,1,1,0,0,3,1,0
34,229,3,0,2,6,0,0,0,0,7,0,1,0
53,79,1,1,1,0,0,0,0,0,3,2,1,0
34,36,1,1,1,2,0,1,0,1,6,0,1,0
26,294,2,9,2,5,0,1,0,0,6,2,1,0
27,209,3,1,2,3,0,1,0,0,8,3,0,1
48,157,3,10,1,3,0,1,0,1,4,0,1,0
40,201,1,3,1,3,0,1,0,1,6,3,1,0
47,67,2,9,2,6,0,0,1,1,4,1,1,0
53,147,1,3,1,3,0,0,1,0,4,2,0,1
48,131,1,7,1,1,0,1,0,0,1,0,1,0
33,358,1,6,1,2,0,0,0,0,3,2,1,0
36,124,1,9,1,6,0,1,0,0,1,0,1,0
41,91,2,9,1,3,0,0,0,0,1,4,1,0
47,269,1,0,1,6,0,1,0,1,6,1,1,0
50,119,5,6,1,3,0,1,0,0,3,3,1,0
41,357,1,9,0,3,0,1,0,0,3,1,1,0
55,133,2,1,1,0,0,0,0,1,4,4,1,0
35,100,5,0,1,6,0,1,0,1,4,4,1,0
52,201,3,0,0,6,0,0,0,1,4,1,1,0
43,49,2,4,1,6,0,1,0,1,7,1,1,0
55,74,1,3,1,3,0,1,0,1,6,4,1,0
50,550,1,4,1,6,0,1,0,0,3,2,1,0
40,221,1,0,2,6,0,1,0,0,0,1,1,0
53,188,3,0,1,6,0,1,0,0,3,3,1,0
33,165,1,9,2,6,0,1,0,0,6,3,0,0
45,223,1,1,2,0,0,0,0,0,6,4,0,0
38,190,5,1,1,0,0,0,0,0,7,2,0,0
39,46,1,1,0,2,0,0,0,0,6,2,1,0
52,272,2,3,0,2,0,0,0,0,3,1,1,0
53,36,5,1,1,2,0,1,1,1,4,0,1,0
46,422,1,1,1,3,0,0,0,0,1,1,1,0
31,212,1,1,1,2,0,0,0,0,6,2,1,0
30,98,1,1,1,1,0,1,0,1,4,4,1,0
39,56,1,7,0,3,0,1,0,0,3,2,1,0
55,72,5,4,1,6,0,0,0,0,0,3,1,0
51,550,2,1,1,1,0,1,0,0,6,3,1,1
42,287,1,1,1,5,0,0,0,0,8,4,1,1
33,152,3,9,2,6,0,1,0,0,6,4,1,0
50,550,2,7,2,3,0,1,0,0,7,0,1,0
55,36,1,5,0,5,0,0,0,1,4,3,0,0
54,86,4,9,0,3,0,0,0,0,1,1,1,0
49,395,3,9,0,3,0,1,0,0,3,2,1,0
35,36,1,0,1,6,0,0,0,1,1,1,1,0
42,400,5,2,1,6,0,0,0,0,3,0,1,0
36,302,1,9,1,5,0,1,0,1,4,1,1,0
26,550,3,1,2,2,0,1,0,0,6,0,0,1
44,36,5,1,1,0,0,1,0,1,4,1,1,0
38,550,5,1,1,2,0,0,0,1,4,0,1,0
55,457,1,2,1,6,0,0,0,0,0,2,2,1
38,93,3,6,1,6,0,1,0,0,0,1,1,0
54,265,2,4,0,6,0,1,1,0,6,4,0,0
33,36,4,0,2,6,0,0,0,0,1,4,1,0
44,81,2,0,0,3,0,0,0,1,4,3,1,0
38,207,2,9,1,5,0,1,0,0,5,0,2,1
30,215,1,1,1,2,0,0,0,1,6,1,1,0
55,164,1,4,1,6,0,0,0,0,3,2,1,0
45,550,1,10,1,5,0,0,0,0,9,2,1,1
48,61,1,1,1,1,0,0,1,1,6,2,1,0
44,309,1,1,1,2,0,1,0,0,6,1,1,0
45,550,4,1,1,0,0,0,0,1,6,1,1,0
31,392,5,1,1,1,0,1,0,0,6,1,1,0
36,248,1,9,1,6,0,1,0,0,1,0,1,0
31,550,5,7,1,3,0,0,0,0,6,1,1,1
50,153,3,6,1,0,0,1,0,1,6,4,1,0
53,48,2,6,1,6,0,1,1,1,1,2,1,0
34,61,4,0,2,6,0,0,0,0,3,3,1,0
37,145,1,10,2,6,0,1,0,0,7,2,1,0
34,336,3,9,2,6,0,1,0,0,1,2,1,0
53,101,2,1,1,1,0,1,1,0,3,3,1,0
32,517,1,1,2,3,0,1,0,0,6,3,0,0
53,144,5,2,2,2,0,0,0,1,6,3,1,0
44,64,1,0,1,3,0,1,1,0,1,1,1,0
50,73,2,0,0,6,0,1,0,0,1,3,1,0
38,46,2,9,1,5,0,1,0,1,6,0,1,0
34,36,2,9,1,2,0,1,0,0,6,1,1,0
29,74,3,9,2,6,0,0,0,0,6,1,1,0
33,550,2,0,1,3,0,1,0,1,1,4,1,0
43,458,5,1,1,1,0,1,0,0,4,1,1,1
30,243,1,0,1,6,0,0,0,0,1,1,1,0
55,222,4,5,1,5,0,1,1,0,0,0,1,0
29,321,1,0,2,3,0,0,1,1,6,1,1,0
41,278,1,1,1,1,0,0,0,0,6,3,1,0
30,220,1,0,2,2,0,1,0,0,7,2,1,0
28,550,1,2,1,2,0,1,0,1,6,2,1,1
41,519,2,0,2,3,0,1,0,1,6,1,1,0
30,116,1,4,1,6,0,0,0,0,5,1,1,1
39,103,1,1,1,1,0,1,0,0,6,3,0,0
33,209,1,0,1,5,0,0,0,0,3,1,1,0
42,174,1,1,1,1,0,1,0,1,4,2,1,0
55,44,2,7,1,1,0,1,0,0,6,0,1,0
41,234,5,0,1,3,0,1,1,0,3,1,1,0
33,336,1,9,2,6,0,0,0,1,7,0,1,0
55,405,3,7,0,6,0,0,0,0,6,0,1,0
30,230,1,2,1,6,0,0,0,1,6,2,1,0
45,66,1,1,1,2,0,1,0,0,7,0,0,0
52,140,3,3,0,3,0,1,0,0,1,3,1,0
37,159,3,0,1,6,0,1,1,0,5,3,1,1
47,229,1,1,1,2,0,1,0,1,6,0,1,0
54,178,4,7,0,3,0,1,1,0,8,4,2,1
26,197,3,9,1,5,0,0,0,0,3,0,1,0
39,117,2,0,1,6,0,0,0,0,7,4,1,0
32,143,3,0,2,6,0,1,0,1,7,1,2,0
40,171,4,9,1,2,0,0,1,1,6,2,1,0
32,90,1,9,2,6,0,0,1,0,3,4,1,0
26,393,2,8,2,6,0,1,1,0,4,2,1,1
55,108,5,0,2,3,0,0,1,0,3,4,1,0
38,550,2,0,2,6,0,1,1,0,0,2,1,1
39,67,3,9,1,5,0,1,0,1,4,4,1,0
37,55,5,0,1,6,0,1,0,0,3,4,1,0
38,174,3,9,1,6,0,1,0,0,6,2,0,0
33,75,2,9,1,6,0,0,0,0,1,2,1,0
38,125,1,1,1,3,0,1,0,1,3,2,1,0
45,550,2,0,1,3,0,1,0,1,4,2,1,0
43,365,4,3,1,0,0,0,0,1,6,3,1,0
55,113,2,5,1,0,0,0,0,0,8,4,1,0
37,90,4,1,1,3,0,1,0,1,4,1,1,0
53,550,3,5,1,0,0,1,0,1,6,4,1,0
55,286,2,0,1,3,0,1,0,0,3,4,1,0
36,501,3,3,1,0,0,0,0,1,6,1,1,0
41,301,1,1,1,6,0,1,1,0,3,3,1,0
52,69,1,2,1,1,0,1,0,0,6,1,1,0
29,68,2,9,2,6,0,0,0,0,6,1,1,0
53,73,3,9,1,6,0,1,0,1,4,0,1,0
55,145,2,3,1,0,0,0,0,0,4,1,1,0
39,95,1,0,2,3,0,1,1,0,7,3,1,0
34,46,3,9,2,5,0,1,0,1,6,4,1,0
46,115,1,0,0,6,0,1,0,1,6,1,1,0
39,550,5,4,1,6,0,0,0,1,4,0,1,0
29,58,1,0,1,6,0,1,0,0,1,0,1,0
31,550,1,4,2,6,0,0,0,0,3,4,1,1
40,238,1,0,0,6,0,1,0,0,0,1,1,0
34,250,1,0,1,6,0,1,0,0,1,4,0,1
51,347,2,2,0,3,0,0,0,0,3,0,1,0
26,99,3,6,2,6,0,0,0,0,6,0,1,0
55,366,5,1,1,0,0,0,0,0,1,3,1,0
50,264,4,1,2,2,0,0,0,1,4,1,1,0
31,145,1,0,0,3,0,0,0,0,6,2,1,0
39,333,4,9,2,6,0,1,0,0,3,1,1,0
30,175,2,3,1,3,0,1,0,1,6,0,1,0
32,123,3,1,1,2,0,1,0,1,4,0,1,0
36,163,2,3,0,0,0,1,0,0,7,3,0,0
39,141,1,9,1,6,0,1,0,0,8,0,0,0
52,75,1,4,1,3,0,1,0,0,7,3,0,0
28,225,1,9,1,2,0,1,0,1,4,2,1,0
35,197,1,1,1,1,0,0,0,1,6,3,1,0
46,351,3,0,1,6,0,0,0,1,6,2,1,1
55,550,5,10,2,0,0,1,0,0,0,2,1,0
29,122,3,0,2,6,0,0,0,1,6,3,1,0
55,388,1,9,0,5,0,0,1,0,1,2,1,0
55,169,1,9,0,5,0,0,0,0,1,3,1,0
32,550,2,1,1,5,0,1,0,0,0,2,1,1
29,238,5,0,1,3,0,1,0,0,4,3,2,0
54,550,2,4,1,6,0,0,0,0,1,4,1,0
27,550,1,1,2,1,0,0,0,0,3,3,1,1
51,36,1,1,1,2,0,1,0,0,0,0,0,0
31,90,2,0,2,6,0,1,1,1,7,2,1,0
43,550,2,9,2,6,0,1,0,1,6,2,1,1
55,463,1,5,0,0,0,1,0,0,7,2,2,0
27,226,1,0,1,6,0,1,0,0,3,0,1,0
26,128,5,0,2,6,0,1,0,1,4,3,1,0
35,107,1,1,1,3,0,0,0,1,4,0,1,0
35,511,2,0,1,6,0,1,0,0,1,0,1,0
32,274,1,1,1,5,0,0,0,1,6,0,1,0
48,135,5,10,1,6,0,1,0,0,3,3,1,0
41,206,3,6,1,3,0,1,0,1,6,0,1,0
30,244,2,9,2,5,0,1,0,0,1,1,1,0
55,112,5,1,1,0,0,1,0,1,6,1,1,0
55,64,1,9,1,5,0,1,0,1,4,1,1,0
36,231,2,0,2,6,0,1,0,0,5,1,0,0
39,194,1,7,0,3,0,1,0,0,7,3,1,0
33,137,2,0,1,3,0,1,0,0,6,4,0,0
53,209,1,9,1,5,0,0,0,0,3,0,1,0
31,114,1,0,2,6,0,1,0,0,7,2,1,0
36,269,2,5,1,6,0,0,0,1,3,2,1,0
55,36,5,1,1,0,0,1,0,1,1,4,1,0
43,36,5,9,1,5,0,0,0,0,7,0,1,0
39,233,1,1,1,1,0,1,0,1,4,3,1,0
32,51,1,0,1,6,0,1,1,0,7,2,1,0
49,96,3,1,0,0,0,0,0,0,1,4,1,0
26,156,2,0,1,3,0,1,1,0,0,0,1,0
42,78,2,1,1,0,0,1,0,1,6,3,1,0
41,154,1,9,1,5,0,1,0,1,6,3,1,0
37,550,5,4,1,6,0,0,0,1,4,1,1,1
32,52,5,0,1,3,0,0,0,0,1,0,1,0
52,36,5,0,0,2,0,1,1,0,0,1,0,0
51,191,5,1,1,2,0,0,0,1,6,2,1,0
39,84,2,10,1,6,0,0,1,0,1,1,1,0
34,484,1,10,2,6,0,0,0,0,1,4,1,0
38,550,2,1,0,2,0,0,0,0,3,0,1,1
42,292,1,1,1,1,0,0,1,1,4,4,1,0
32,310,1,10,2,5,0,1,1,0,4,4,1,1
48,94,1,4,1,6,0,0,1,1,4,2,1,0
42,276,2,1,1,0,0,0,0,1,6,4,1,0
39,339,5,6,1,5,0,1,0,1,3,4,1,0
52,550,2,1,1,2,0,0,0,0,6,1,1,0
47,178,1,0,2,6,0,1,1,0,6,1,1,0
47,49,1,9,1,5,0,1,0,0,1,4,1,0
32,169,1,9,2,5,0,0,0,0,1,2,1,0
42,550,5,1,0,0,0,0,0,1,6,3,1,0
48,36,5,4,1,6,0,1,0,1,6,0,1,0
40,451,1,9,1,5,0,0,0,0,1,3,1,0
29,411,1,1,2,2,0,0,0,1,4,1,1,0
53,369,1,4,1,6,0,0,0,1,6,3,1,0
43,104,1,0,1,6,0,0,0,0,0,2,1,0
41,276,1,2,1,6,0,1,0,0,6,4,2,0
29,550,2,9,1,6,0,1,0,0,3,4,1,1
55,261,1,3,1,0,0,0,0,1,6,1,1,0
30,292,2,9,1,5,0,1,1,0,3,0,1,0
40,85,1,7,1,0,0,1,0,0,6,0,0,0
35,126,2,0,2,6,0,0,1,1,6,1,1,0
34,550,4,1,0,5,0,0,0,1,4,2,1,1
30,550,4,0,2,3,0,1,0,1,3,1,1,0
30,173,2,1,1,1,0,0,0,0,3,1,1,0
35,550,2,4,0,6,0,1,0,0,1,1,1,1
38,91,2,1,0,3,0,1,0,0,3,1,1,0
46,69,2,2,1,5,0,0,1,0,0,0,1,0
50,88,5,6,2,6,0,0,1,1,6,1,1,0
37,224,1,9,2,5,0,1,0,0,7,4,1,1
32,177,1,0,1,6,0,1,0,0,0,4,1,0
53,550,1,0,1,6,0,0,0,0,3,4,1,1
52,313,1,4,0,6,0,0,0,1,6,3,1,0
34,155,1,10,1,6,0,1,0,1,7,1,1,0
34,550,2,9,2,5,0,1,0,0,6,1,0,1
48,550,4,1,1,0,0,0,0,1,4,1,1,0
28,529,1,0,1,6,0,1,0,0,3,4,1,1
43,161,1,9,1,5,0,0,0,1,4,3,1,0
45,550,1,0,1,2,0,1,0,0,7,1,1,0
33,326,3,7,2,3,0,0,0,1,4,1,1,0
33,215,3,1,1,2,0,1,0,1,6,1,1,0
45,237,2,4,2,2,0,1,0,1,4,2,1,0
35,550,2,0,1,6,0,1,0,0,7,4,1,1
40,104,1,1,1,0,0,0,0,0,6,2,1,0
30,111,2,0,1,2,0,1,0,0,4,2,0,0
37,550,2,9,1,5,0,1,0,0,7,3,1,0
39,67,1,1,1,3,0,1,0,1,6,3,1,0
50,47,4,0,0,2,0,0,0,0,3,1,1,0
54,224,1,4,1,6,0,1,0,0,3,1,1,0
26,161,1,7,1,3,0,0,0,0,3,3,1,0
52,403,1,0,1,6,0,1,0,1,0,4,2,1
33,164,2,1,1,3,0,1,1,0,6,1,0,0
30,36,5,0,2,3,0,0,0,0,3,2,1,0
46,194,1,7,1,3,0,1,0,0,3,4,1,0
37,266,1,1,1,6,0,1,0,1,6,2,1,0
36,94,1,4,1,6,0,1,1,0,5,2,1,0
55,36,2,1,1,0,0,1,1,1,4,2,1,0
42,36,2,0,1,6,0,1,0,0,3,1,1,0
49,151,1,0,1,3,0,0,0,0,1,0,1,0
36,135,2,0,1,6,0,0,0,0,3,0,1,0
31,88,1,0,2,3,0,0,0,0,3,1,1,0
51,283,1,0,0,3,0,1,0,0,7,3,2,0
55,355,1,5,1,3,0,0,0,1,4,2,1,0
35,427,3,9,1,5,0,0,0,0,7,4,1,0
48,154,1,4,1,6,0,1,1,1,3,2,1,0
31,106,1,6,1,6,0,0,0,0,9,4,1,0
28,60,2,7,1,3,0,0,0,1,3,4,1,0
48,262,1,5,1,2,0,0,0,1,6,4,1,0
30,39,2,7,0,3,0,1,1,0,3,0,1,0
35,114,2,1,1,5,0,1,1,1,0,0,1,0
42,36,5,0,1,6,0,0,0,0,1,4,1,0
44,168,1,9,1,5,0,1,0,1,3,2,1,0
37,287,2,4,2,6,0,0,0,1,6,2,1,0
47,333,1,0,2,6,0,1,0,0,8,1,0,0
54,77,2,0,1,0,0,0,0,1,6,0,1,0
29,104,1,8,2,6,0,0,0,0,3,2,1,0
55,188,2,5,1,2,0,0,0,0,1,2,0,0
37,364,2,0,1,6,0,1,1,0,6,0,1,0
30,36,1,3,1,3,0,1,1,1,4,1,1,0
42,111,1,9,1,6,0,1,1,0,1,2,1,0
33,299,1,4,1,6,0,1,1,0,7,4,1,0
35,214,1,0,1,5,0,0,0,0,3,3,1,0
34,95,1,0,1,3,0,1,0,1,4,0,1,0
35,282,5,0,2,3,0,0,0,0,6,0,1,0
55,76,4,5,0,3,0,1,0,0,8,2,1,0
35,67,5,4,1,6,0,0,1,1,1,1,1,0
41,550,2,0,2,3,0,1,0,0,0,2,1,1
41,394,2,9,1,5,0,1,0,0,9,1,1,0
32,124,1,0,2,6,0,1,0,0,1,0,1,0
29,120,1,0,0,6,0,1,1,0,1,2,1,0
27,117,3,0,2,5,0,1,1,1,0,2,1,0
46,42,4,1,1,0,0,1,0,0,1,3,1,0
32,230,5,4,1,6,0,1,0,1,6,4,1,0
55,65,1,0,0,6,0,1,1,0,7,0,1,0
28,200,3,7,1,3,0,0,1,0,3,0,1,0
41,550,1,6,1,6,0,1,0,1,6,1,1,0
33,550,1,0,1,6,0,1,1,0,1,2,1,0
54,144,2,1,1,2,0,1,0,0,3,1,1,0
41,550,3,9,1,5,0,1,0,1,4,4,1,1
31,219,1,0,1,6,0,1,0,1,6,1,1,0
55,185,2,2,1,2,0,1,0,0,0,4,1,0
55,96,1,1,1,0,0,1,0,0,1,3,1,0
43,94,2,2,0,5,0,0,1,0,3,0,1,0
35,205,5,3,1,0,0,0,1,1,6,2,1,0
34,97,1,0,1,6,0,1,0,0,1,3,1,0
38,153,4,0,2,6,0,1,0,1,6,0,1,0
35,157,1,0,1,3,0,1,1,1,3,3,1,0
37,155,4,7,1,1,0,0,0,1,6,4,1,0
49,85,3,3,0,1,0,1,0,1,4,4,1,0
36,53,4,2,0,1,0,1,0,0,6,0,1,0
26,184,1,4,2,2,0,1,0,1,4,4,1,0
26,513,5,4,2,6,0,1,0,0,6,2,1,1
36,145,1,7,2,3,0,0,0,1,6,4,1,0
27,378,1,3,1,3,0,1,0,0,5,0,1,1
32,256,1,1,1,5,0,0,0,0,3,0,1,0
34,161,1,0,0,6,0,0,0,0,7,0,1,0
39,179,2,9,0,6,0,0,0,0,3,1,1,0
35,207,2,9,1,5,0,1,1,1,6,3,1,0
44,550,2,1,1,1,0,0,0,0,6,0,1,1
43,550,2,7,1,1,0,1,0,0,3,1,1,1
55,204,1,2,1,6,0,0,0,0,0,2,1,0
51,190,2,2,1,1,0,0,0,0,3,0,1,0
42,550,5,1,1,2,0,0,0,0,6,3,2,0
55,114,2,1,1,0,0,1,0,0,1,2,1,0
55,254,2,0,1,3,0,0,0,0,2,0,1,0
35,156,1,0,2,6,0,1,0,0,3,1,1,0
55,110,2,5,1,5,0,1,0,0,6,0,1,0
30,95,2,0,1,6,0,1,0,0,1,3,1,0
37,298,1,9,2,2,0,0,1,1,6,0,1,0
32,36,1,1,1,5,0,1,0,1,4,1,1,0
47,82,4,1,1,0,0,1,0,0,3,1,1,0
26,104,1,9,2,5,0,1,1,0,0,2,0,0
30,54,2,9,1,2,0,1,0,0,6,0,1,0
26,36,1,10,2,3,0,0,0,1,3,3,1,0
30,249,5,3,1,1,0,1,0,0,1,1,1,0
42,231,1,0,1,6,0,1,0,0,1,0,1,0
36,218,1,9,2,5,0,1,0,0,0,2,2,1
46,110,1,9,1,5,0,1,0,0,7,1,0,0
30,104,3,0,2,6,0,1,0,0,1,1,1,0
27,46,5,7,2,5,0,1,0,1,3,4,1,0
33,389,2,7,1,3,0,1,0,1,6,0,1,0
55,273,2,5,0,0,0,1,0,0,1,3,0,0
48,267,1,10,1,1,0,1,0,0,3,2,1,0
38,479,1,9,1,5,0,1,0,0,1,1,1,1
50,219,5,6,1,2,0,1,0,0,1,2,1,0
29,234,2,1,1,6,0,0,0,1,4,4,1,0
37,44,1,9,2,5,0,1,0,0,1,1,1,0
37,37,1,7,2,2,0,0,0,0,6,3,1,0
29,166,1,1,1,0,0,1,0,1,4,1,1,0
55,96,5,5,0,0,0,1,0,0,5,4,1,0
29,165,1,9,2,6,0,1,0,0,4,4,1,1
31,387,1,0,2,6,0,0,0,1,1,3,1,0
46,329,2,0,2,3,0,0,0,0,1,2,0,0
44,152,4,10,1,2,0,1,0,1,6,1,1,0
54,80,2,0,0,6,0,1,0,0,1,1,1,0
29,160,1,0,1,6,0,0,1,0,3,2,1,0
55,56,2,2,1,5,0,1,0,0,6,3,1,0
38,347,3,7,1,3,0,1,0,1,6,1,1,0
36,550,5,1,1,2,0,1,0,1,6,2,1,0
26,98,1,7,2,3,0,1,0,0,3,3,1,0
51,312,1,1,1,2,0,1,0,0,7,0,1,0
44,186,2,0,1,6,0,0,0,0,3,2,1,0
35,76,1,2,0,6,0,0,0,0,0,1,1,1
40,214,1,0,1,6,0,0,0,1,6,0,1,0
32,137,2,9,2,6,0,0,1,0,6,0,0,0
29,389,2,9,2,6,0,1,0,0,0,4,1,1
45,325,1,7,0,2,0,1,0,0,0,1,1,0
26,255,1,1,2,2,0,1,0,0,3,3,1,0
43,257,2,4,1,5,0,0,0,0,7,3,1,0
55,477,1,5,1,3,0,0,0,0,7,2,1,1
41,246,1,10,1,2,0,1,0,1,0,0,0,0
27,550,5,1,2,1,0,1,0,1,6,4,1,0
46,55,2,0,1,6,0,1,0,0,3,3,1,0
37,50,1,2,1,2,0,0,0,1,4,0,1,0
31,36,5,7,2,5,0,1,0,0,6,0,1,0
30,133,1,9,2,6,0,1,0,0,1,2,1,0
55,550,5,9,1,3,0,0,0,0,3,0,1,1
50,547,2,1,1,5,0,1,0,1,7,2,1,0
46,77,2,4,0,6,0,1,0,1,7,1,1,0
47,550,2,1,1,3,0,1,0,0,6,0,0,1
34,549,1,1,1,1,0,1,1,1,4,2,1,0
30,252,1,9,1,5,0,0,0,1,6,3,1,0
42,232,1,4,1,6,0,1,0,0,9,4,2,1
34,128,2,0,1,6,0,0,1,0,1,3,1,0
33,65,5,9,2,5,0,1,1,1,6,4,1,0
42,152,2,9,2,5,0,1,0,1,6,1,1,0
37,280,3,9,2,5,0,0,0,1,3,1,1,0
40,456,1,7,0,3,0,0,0,1,6,0,1,0
42,51,5,0,1,6,0,1,0,0,1,2,1,0
55,91,2,0,0,6,0,0,0,1,4,2,1,0
31,520,1,1,1,2,0,1,1,0,3,4,1,0
45,272,1,4,0,3,0,1,0,0,1,1,1,0
26,454,1,0,2,3,0,1,0,0,5,0,1,0
52,60,3,2,1,6,0,0,1,1,4,0,1,0
39,231,2,1,1,2,0,0,0,0,3,3,1,0
47,152,5,9,1,3,0,1,0,0,1,0,1,0
31,334,1,0,2,6,0,0,0,0,8,2,1,0
26,81,1,8,2,6,0,0,0,0,9,2,0,0
29,292,1,0,1,3,0,1,0,0,4,4,0,1
51,426,3,0,1,6,0,1,0,0,3,4,1,1
44,163,1,0,1,6,0,1,0,0,1,3,1,0
54,78,1,9,1,5,0,0,0,0,7,1,1,0
28,103,3,0,2,6,0,0,0,1,4,1,1,0
33,76,2,1,1,2,0,1,0,1,6,4,1,0
33,38,5,6,2,6,0,1,0,1,4,0,1,0
55,546,2,5,1,0,0,0,0,0,2,4,1,1
45,550,2,1,1,0,0,1,0,1,4,1,1,0
55,36,1,0,2,6,0,1,0,0,3,3,1,0
55,126,3,9,1,6,0,0,0,1,6,3,1,0
55,232,3,5,1,6,0,1,1,0,1,4,1,1
54,159,2,2,1,6,0,1,0,0,7,4,2,0
35,120,1,1,1,6,0,1,0,0,3,2,1,0
26,71,1,1,1,2,0,1,0,1,4,4,1,0
33,186,2,9,1,6,0,1,0,1,4,0,1,0
37,126,1,3,1,3,0,0,0,0,1,2,1,0
30,188,1,9,0,2,0,1,0,1,6,4,1,0
26,181,1,7,2,3,0,1,1,0,4,1,1,0
52,177,2,7,1,3,0,1,0,0,5,2,0,1
35,156,3,1,1,2,0,0,0,0,3,0,1,0
28,156,2,0,2,6,0,1,0,0,3,4,1,0
39,288,1,1,1,6,0,1,0,0,3,2,1,0
